brand,model,os_version,network_type,user_isp_id,user_region_id,user_city_id,bandwidth_Mbps,user_uid,cell_asuLevel,cell_dbm,cell_level,cell_mcc,cell_mnc,cell_mobileNetworkOperator,cell_rssi,cell_timingAdvance,cell_bands,cell_bandwidth,cell_ci,cell_earfcn,cell_tac,cell_rsrp,cell_rsrq,cell_rssnr
vivo,V2046A,11,4G,China Telecom,hebeisheng,qinhuangdaoshi,42.2,3b874a6b83ff5d3d2418500eebda5adb,61,-79;-79;-79;-79;-81;-81;-81;-81;-81;-81;-81;-81;-81;-81;-75;-75;-75;-75;-78;-78;-78;-78,4,460,11,46011,2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647,4,[],20000,20917300,1850,58324,-79;-79;-79;-79;-81;-81;-81;-81;-81;-81;-81;-81;-81;-81;-75;-75;-75;-75;-78;-78;-78;-78,-7;-7;-7;-7;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9,1
vivo,V1938CT,10,4G,China Telecom,zhejiangsheng,wenzhoushi,6.5,e6845c72d158105351f11c2f825c0d9b,45,-95;-95;-95;-95;-95;-96;-96;-96;-96;-96;-95;-95;-95;-95;-95;-96;-96;-96;-96;-96;-96;-96,3,460,3,46003,2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647,4,['Added in API level 30'],5000,86259729,2452,58993,-95;-95;-95;-95;-95;-96;-96;-96;-96;-96;-95;-95;-95;-95;-95;-96;-96;-96;-96;-96;-96;-96,-9;-9;-9;-9;-9;-12;-12;-12;-12;-12;-12;-12;-12;-12;-12;-12;-12;-12;-12;-12;-12;-12,7
vivo,V1962A,10,4G,China Mobile,fujiansheng,quanzhoushi,267.3,b209566015d0e6526725d901fd3a67f9,41,-99;-99;-99;-99;-99;-99;-99;-99;-99;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100,2,460,0,46000,2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647,5,['Added in API level 30'],20000,67997633,40936,22987,-99;-99;-99;-99;-99;-99;-99;-99;-99;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100,-6;-6;-6;-6;-6;-7;-7;-7;-7;-7;-7;-7;-7;-7;-7;-7;-7;-7;-7;-7;-7;-7,18
vivo,V2072A,11,4G,China Mobile,hebeisheng,hengshuishi,47.5,2be86cb70125373e8e3c6d423d2f300e,37,-103,2,460,0,46000,-93,2147483647,[],2147483647,239213830,40936,12940,-103,-9,0
vivo,V2046A,11,4G,China Unicom,hebeisheng,baodingshi,4.9,c3a4d7d62f0e49491be30f7ea53f2f38,64,-76;-76;-76;-76;-76;-78;-78;-78;-78;-75;-75;-75;-75;-75;-75;-75;-75;-75;-72;-72;-72;-72;-72,4,460,11,46011,2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647,0,[],20000,19580720,1850,5762,-76;-76;-76;-76;-76;-78;-78;-78;-78;-75;-75;-75;-75;-75;-75;-75;-75;-75;-72;-72;-72;-72;-72,-13;-13;-13;-13;-13;-14;-14;-14;-14;-13;-13;-13;-13;-12;-12;-12;-12;-12;-11;-11;-11;-11;-11,0
vivo,V2072A,11,4G,China Telecom,heilongjiangsheng,jixishi,12.4,a64809ca380abb469aa5764b4c69c792,53,-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87,3,460,1,46001,-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85,6,[],2147483647,34153870,1850,60569,-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87,-8;-8;-8;-8;-8;-12;-12;-12;-12;-12;-12;-12,1
OPPO,PFDM00,11,4G,China Unicom,henansheng,xinyangshi,21.5,2e93a1d32131517a31ff6826c3f8b128,40,-100;-100;-100;-98;-98;-98;-98;-98;-99,2,460,1,46001,-91;-91;-91;-91;-91;-91;-91;-91;-91,12,[],2147483647,73092661,1600,61231,-100;-100;-100;-98;-98;-98;-98;-98;-99,-12;-12;-12;-12;-12;-12;-12;-12;-14,1
vivo,V2130A,11,4G,China Mobile,hunansheng,huaihuashi,15.1,08a790d41d88851bd1e28f5a07ac592d,46,-94;-94,3,460,0,46000,-89;-89,17,[],2147483647,104500825,3590,29599,-94;-94,-8;-8,1
vivo,V2072A,11,4G,China Mobile,xinjiangweiwuerzizhiqu,changjihuizuzizhizhou,271.6,9547a79215b35c3fa7d1b7605e7d4c9e,69,-71;-71;-71;-71;-71;-71;-71;-71;-71;-70;-70;-70;-70;-69;-69;-69;-69;-69;-69;-69,4,460,1,46001,-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-75;-75;-75;-75;-75;-75;-75,2147483647,[],2147483647,158651650,1650,41323,-71;-71;-71;-71;-71;-71;-71;-71;-71;-70;-70;-70;-70;-69;-69;-69;-69;-69;-69;-69,-6;-6;-6;-6;-6;-6;-6;-6;-6;-6;-6;-6;-6;-6;-6;-6;-6;-7;-7;-7,2
vivo,V2046A,11,4G,China Telecom,guangdongsheng,dongguanshi,74.1,85b710672b2f84e54ad875c943d74bd6,54,-86;-86;-86;-86;-86;-89;-89;-89;-89;-89,3,460,1,46001,2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647,0,[],20000,103055619,1650,9580,-86;-86;-86;-86;-86;-89;-89;-89;-89;-89,-7;-7;-7;-7;-7;-8;-8;-8;-8;-8,0
vivo,V2121A,11,4G,China Mobile,guangdongsheng,zhuhaishi,2.5,01be0bd7b8d078de3b0454724c2854b4,37,-103;-103;-103;-103;-103;-103;-103;-103;-103;-103;-103,2,460,0,46000,-93;-93;-93;-93;-93;-93;-93;-93;-93;-93;-93,6,[],2147483647,143574150,3590,9875,-103;-103;-103;-103;-103;-103;-103;-103;-103;-103;-103,-12;-12;-12;-12;-12;-13;-13;-13;-13;-13;-13,1
vivo,V2002A,10,4G,China Telecom,chongqingshi,chongqingshi,0.9,1bff2d2a1b32f15902b919a1db3a6321,77,-63;-63;-62;-63;-62;-63;-62;-63;-62;-61;-56;-61;-56;-61;-56;-61;-56,4,460,11,46011,2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647,2,['Added in API level 30'],20000,63323829,1850,39485,-63;-63;-62;-63;-62;-63;-62;-63;-62;-61;-56;-61;-56;-61;-56;-61;-56,-11;-11;-7;-11;-7;-11;-7;-11;-7;-6;-7;-6;-7;-6;-7;-6;-7,-5
vivo,V1962A,10,4G,China Mobile,shandongsheng,jiningshi,274.7,7637d57cee1127acf8facf8ac3dc7968,61,-79;-79,4,460,0,46000,2147483647;2147483647,4,['Added in API level 30'],20000,79197763,1300,25459,-79;-79,-9;-9,13
vivo,V2131A,11,4G,China Unicom,hunansheng,loudishi,72.6,dffe3d15768b6fc87e7ccbd3dbb1c345,46,-94;-94,3,460,11,46011,-89;-89,0,[],2147483647,22438280,300,62032,-94;-94,-7;-7,1
vivo,V2162A,11,4G,China Unicom,shandongsheng,jinanshi,47.5,5b49f204a340bdb6bfb5b1fedeb8e5c9,50,-90;-90;-90;-90;-90;-90;-90;-90;-90;-90;-90;-90;-90;-90;-91;-91;-91;-91;-91;-91;-91,3,460,0,46000,-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87,2147483647,[],2147483647,185010274,1300,21273,-90;-90;-90;-90;-90;-90;-90;-90;-90;-90;-90;-90;-90;-90;-91;-91;-91;-91;-91;-91;-91,-13;-13;-13;-13;-13;-12;-12;-12;-12;-12;-13;-13;-13;-13;-13;-13;-13;-13;-13;-13;-13,1
vivo,V1938CT,10,4G,China Mobile,hunansheng,yiyangshi,9.5,2d7c0ad004da58500a7a8662dd614057,46,-94;-97,3,460,11,46011,2147483647;2147483647,0,['Added in API level 30'],10000,145605651,2452,35470,-94;-97,-10;-10,6
vivo,V2121A,11,4G,China Telecom,sichuansheng,dazhoushi,40.7,19241285b9e08c419c633dd6cb0c0ad7,60,-80;-80;-81;-80;-80;-80;-80;-80;-80;-80;-80;-83;-83;-83;-83;-83;-83;-83;-83;-83;-83;-83;-82;-83;-82;-83;-82;-83;-82;-83;-82;-81;-81;-81;-81;-81;-81;-81;-81;-81;-81;-81;-81,4,460,11,46011,-81;-81;-81;-81;-81;-81;-81;-81;-81;-81;-81;-83;-83;-83;-83;-83;-83;-83;-83;-83;-83;-83;-83;-83;-83;-83;-83;-83;-83;-83;-83;-81;-81;-81;-81;-81;-81;-81;-81;-81;-81;-81;-81,14,[],2147483647,168111665,1850,41014,-80;-80;-81;-80;-80;-80;-80;-80;-80;-80;-80;-83;-83;-83;-83;-83;-83;-83;-83;-83;-83;-83;-82;-83;-82;-83;-82;-83;-82;-83;-82;-81;-81;-81;-81;-81;-81;-81;-81;-81;-81;-81;-81,-10;-10;-10;-11;-12;-11;-12;-11;-12;-11;-12;-12;-12;-12;-12;-12;-12;-12;-12;-12;-12;-12;-13;-12;-13;-12;-13;-12;-13;-12;-13;-12;-13;-12;-13;-12;-13;-12;-13;-11;-13;-11;-13,2
vivo,V2134A,11,4G,China Telecom,guangdongsheng,guangzhoushi,94.8,c8d56e4ca19c5f9dd5941579b8f97527,38,-102;-102;-102;-99;-99;-99;-99;-99,2,460,0,46000,2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647,0,[],20000,157169609,40936,9422,-102;-102;-102;-99;-99;-99;-99;-99,-7;-7;-7;-7;-7;-7;-7;-7,1
Xiaomi,M2012K10C,12,4G,China Unicom,jiangxisheng,nanchangshi,4,8f05e442834b07eecaa751e338411af3,59,-81,4,460,1,46001,2147483647,3,['3'],2147483647,141763075,1650,61510,-81,-10,0
vivo,V2072A,11,4G,China Telecom,hebeisheng,zhangjiakoushi,13,75f60c0ff37354ff538bd64401c9dc6d,44,-96;-96,2,460,1,46001,-89;-89,2,[],2147483647,42198802,1600,5122,-96;-96,-10;-10,1
vivo,V2046A,11,4G,China Mobile,weizhi,weizhi,32.7,9abc32429e94e5ccb105fea5b13f0d2b,48,-92;-92,3,460,0,46000,2147483647;2147483647,4,[],20000,147238848,41140,25401,-92;-92,-8;-8,2
vivo,V1962A,10,4G,China Unicom,shandongsheng,zaozhuangshi,3.7,743eca32987e9b1e3f519860498e5b57,35,-105;-105,2,460,1,46001,2147483647;2147483647,0,['Added in API level 30'],20000,62195261,1650,21385,-105;-105,-8;-8,5
vivo,V2123A,11,4G,China Unicom,hebeisheng,shijiazhuangshi,6.3,6aef5505283ee7fb065d666e94228a16,60,-80;-80;-80;-80;-80;-79;-79;-79;-79;-80;-80;-80;-80;-80,4,460,1,46001,-81;-81;-81;-81;-81;-81;-81;-81;-81;-81;-81;-81;-81;-81,4,[],2147483647,45431826,1650,58211,-80;-80;-80;-80;-80;-79;-79;-79;-79;-80;-80;-80;-80;-80,-7;-7;-7;-7;-7;-7;-7;-7;-7;-7;-7;-7;-7;-7,2
vivo,V2162A,11,4G,China Mobile,hunansheng,yongzhoushi,22.6,6566f8747a6c6880f8702f72bbfa0470,20,-120;-120,0,460,11,46011,-101;-101,2147483647,[],2147483647,21462423,2452,35978,-120;-120,-16;-16,0
vivo,V2121A,11,4G,China Mobile,zhejiangsheng,jiaxingshi,1.5,b5abc534cb5e5e4c7a9e68f47bfdd2bb,44,-96;-96;-96;-96;-96;-96;-96;-96;-96;-95;-95;-95;-95;-96;-96;-96;-96;-96;-96;-96,2,460,0,46000,-89;-89;-89;-89;-89;-89;-89;-89;-89;-89;-89;-89;-89;-89;-89;-89;-89;-89;-89;-89,3,[],2147483647,215544141,1300,22321,-96;-96;-96;-96;-96;-96;-96;-96;-96;-95;-95;-95;-95;-96;-96;-96;-96;-96;-96;-96,-12;-12;-12;-12;-12;-12;-12;-12;-12;-11;-11;-11;-11;-12;-12;-12;-12;-12;-12;-12,1
OPPO,PFDM00,11,4G,China Mobile,xizangzizhiqu,rikazeshi,212,b678118396a6cd93e62f9de92d44ef2b,41,-99;-99,2,460,0,46000,-91;-91,7,[],2147483647,148965889,38400,35132,-99;-99,-9;-9,1
Xiaomi,21091116AC,11,4G,China Unicom,jiangxisheng,ganzhoushi,8.4,bebb450710b3168f1c8e1c22b954c9e7,42,-98;-98,2,460,1,46001,-91;-91,6,[],2147483647,147182182,3715,29832,-98;-98,-8;-8,1
vivo,V2046A,11,4G,China Mobile,hebeisheng,shijiazhuangshi,4.9,98296327ff1631d731e5e007edda62fb,33,-107;-107;-107;-108;-108;-108;-108;-107;-107;-107;-107;-107;-107;-107;-107;-107;-107;-107;-107;-107;-107;-107;-107,1,460,11,46011,2147483647;2147483647;2147483647;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51,0,[],20000,16784688,1850,58149,-107;-107;-107;-108;-108;-108;-108;-107;-107;-107;-107;-107;-107;-107;-107;-107;-107;-107;-107;-107;-107;-107;-107,-8;-8;-8;-8;-8;-8;-8;-7;-7;-7;-7;-7;-7;-7;-7;-7;-7;-7;-7;-7;-7;-7;-7,1
vivo,V2047A,11,4G,China Telecom,xinjiangweiwuerzizhiqu,wulumuqishi,48.7,0c53034738489718dc8122c224636c4c,41,-99;-99,2,460,11,46011,2147483647;2147483647,0,[],20000,211178290,1850,51472,-99;-99,-7;-7,0
vivo,V2072A,11,4G,China Mobile,shandongsheng,hezeshi,19.7,a60a4534b7571a42c103914ce02d23eb,44,-96;-96;-96;-96;-96;-98,2,460,0,46000,-89;-89;-89;-89;-89;-91,2147483647,[],2147483647,95724578,36275,21409,-96;-96;-96;-96;-96;-98,-9;-9;-9;-9;-9;-16,1
vivo,V1938CT,10,4G,China Unicom,anhuisheng,fuyangshi,31.1,49a64d54f147583e236444a3ce15ad3c,60,-80;-80;-80;-80;-80;-80;-80;-80;-80;-80;-80;-80;-80;-80,4,460,11,46011,2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647,4,['Added in API level 30'],20000,175551672,1850,27257,-80;-80;-80;-80;-80;-80;-80;-80;-80;-80;-80;-80;-80;-80,-7;-7;-7;-7;-7;-7;-7;-7;-7;-7;-7;-7;-7;-7,6
vivo,V2002A,10,4G,China Unicom,jiangxisheng,jiujiangshi,41.8,bc50214bf4a4dc57aca40c72c40cced4,42,-98;-98;-98;-95;-95;-95;-95;-95;-101;-101;-101;-100;-100;-100;-100;-99;-99;-99;-99;-100;-100;-100,2,460,1,46001,2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647,0,['Added in API level 30'],20000,143095337,300,61556,-98;-98;-98;-95;-95;-95;-95;-95;-101;-101;-101;-100;-100;-100;-100;-99;-99;-99;-99;-100;-100;-100,-6;-6;-6;-7;-7;-7;-7;-7;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-9;-9;-9,18
vivo,V2046A,11,4G,China Telecom,guangdongsheng,zhongshanshi,85.4,57f7d2e0fc9643dab20cbd97ae6b9159,59,-81,4,460,11,46011,2147483647,0,[],20000,129522738,1850,31512,-81,-10,2
vivo,V2046A,11,4G,China Mobile,jiangsusheng,zhenjiangshi,10.6,6d1b10128147e2458dfd4c3e71545eed,66,-74;-74;-74;-74;-74;-75;-75;-75;-75;-76;-76;-76;-76;-76;-76;-76;-76;-76;-72;-72;-72;-72,4,460,0,46000,2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647,0,[],20000,41108870,40936,21185,-74;-74;-74;-74;-74;-75;-75;-75;-75;-76;-76;-76;-76;-76;-76;-76;-76;-76;-72;-72;-72;-72,-11;-11;-11;-11;-11;-10;-10;-10;-10;-11;-11;-11;-11;-11;-12;-12;-12;-12;-9;-9;-9;-9,0
Xiaomi,21091116AC,11,4G,China Unicom,jiangxisheng,ganzhoushi,31.6,bebb450710b3168f1c8e1c22b954c9e7,56,-84;-84;-84;-84,4,460,1,46001,-83;-83;-83;-83,0,[],2147483647,146806549,1650,29832,-84;-84;-84;-84,-4;-4;-4;-4,1
vivo,V1938CT,10,4G,China Mobile,zhejiangsheng,ningboshi,88.8,146bed1e16fbb485e79be752efdfd8d9,48,-92;-92,3,460,0,46000,2147483647;2147483647,6,['Added in API level 30'],20000,80919937,38400,26438,-92;-92,-5;-5,32
vivo,V2046A,11,4G,China Mobile,guangdongsheng,guangzhoushi,47.4,9129c71421319497c95bdaa8e7a3741b,44,-96;-96;-96;-96;-96;-97;-97;-97;-97;-94;-94;-94;-94;-94;-98;-98;-98;-98;-98;-98;-98;-98,2,460,0,46000,2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647,4,[],20000,79061460,41332,10038,-96;-96;-96;-96;-96;-97;-97;-97;-97;-94;-94;-94;-94;-94;-98;-98;-98;-98;-98;-98;-98;-98,-7;-7;-7;-7;-7;-10;-10;-10;-10;-11;-11;-11;-11;-11;-12;-12;-12;-12;-12;-12;-12;-12,2
vivo,V1938CT,10,4G,China Mobile,jiangsusheng,xuzhoushi,28.5,9c4da4d8b836b7006259a34544d43507,50,-90,3,460,0,46000,2147483647,0,['Added in API level 30'],20000,86934277,38400,20890,-90,-13,-1
vivo,V2059A,11,4G,China Mobile,henansheng,zhumadianshi,426.3,e55bf9f317cf25fc6b69769deab25835,51,-89;-89;-89;-89;-89,3,460,0,46000,2147483647;2147483647;2147483647;2147483647;2147483647,6,[],20000,190803278,1300,14379,-89;-89;-89;-89;-89,-8;-8;-8;-8;-8,0
vivo,V2002A,10,4G,China Mobile,jiangsusheng,suqianshi,26,d853fb6721e95b8dead2dd1a8941dbe2,59,-81;-81;-85;-81;-85;-81;-85;-80;2147483647;-80;2147483647;-80;2147483647;-80;2147483647;-86;2147483647;-86;2147483647;-86;2147483647;-86;2147483647;-90;2147483647;-90;2147483647;-90;2147483647;-90;2147483647;-88;2147483647;-88;2147483647;-88;2147483647;-88;2147483647;-91;2147483647,4,460,0,46000,2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;-113;2147483647;-113;2147483647;-113;2147483647;-113;2147483647;-113;2147483647;-113;2147483647;-113;2147483647;-113;2147483647;-113;2147483647;-113;2147483647;-113;2147483647;-113;2147483647;-113;2147483647;-113;2147483647;-113;2147483647;-113;2147483647;-113,34,['Added in API level 30'],20000,39055746,38950,20558,-81;-81;-85;-81;-85;-81;-85;-80;2147483647;-80;2147483647;-80;2147483647;-80;2147483647;-86;2147483647;-86;2147483647;-86;2147483647;-86;2147483647;-90;2147483647;-90;2147483647;-90;2147483647;-90;2147483647;-88;2147483647;-88;2147483647;-88;2147483647;-88;2147483647;-91;2147483647,-4;-4;-4;-4;-4;-4;-4;-4;-20;-4;-20;-4;-20;-4;-20;-8;-20;-8;-20;-8;-20;-8;-20;-8;-20;-8;-20;-8;-20;-8;-20;-9;-20;-9;-20;-9;-20;-9;-20;-10;-20,31
vivo,V2163A,11,4G,China Telecom,guangdongsheng,shenzhenshi,38.2,98253e13c49b22cf4feec0f221d9c9d0,54,-86;-86;-86;-86;-86;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85,3,460,11,46011,-85;-85;-85;-85;-85;-83;-83;-83;-83;-83;-83;-83;-83;-83;-83;-83;-83;-83,1,[],2147483647,125625139,1850,30573,-86;-86;-86;-86;-86;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85;-85,-10;-10;-10;-10;-10;-11;-11;-11;-11;-11;-11;-11;-11;-11;-11;-11;-11;-11,1
Xiaomi,21091116AC,11,4G,China Telecom,yunnansheng,dalibaizuzizhizhou,8.8,40047370f143b8ca840a0fe23a0826eb,34,-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106,1,460,0,46000,-95;-95;-95;-95;-95;-95;-95;-95;-95;-95;-95;-95;-95;-95;-95;-95;-95;-95;-95;-95;-95;-95;-95,2147483647,[],2147483647,218845582,40936,34840,-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106,-10;-10;-11;-11;-11;-11;-11;-11;-11;-11;-11;-11;-11;-11;-11;-11;-11;-11;-11;-12;-12;-12;-12,0
vivo,V2002A,10,4G,China Unicom,guangdongsheng,foshanshi,3.2,64df127edc9b83c4fbd4f21e2d23252c,42,-98;-98;-98;-98,2,460,0,46000,-55;-55;-55;-55,0,['Added in API level 30'],20000,23846155,40936,10294,-98;-98;-98;-98,-7;-7;-7;-7,14
OPPO,PFDM00,11,4G,China Mobile,beijingshi,beijingshi,229.5,191741245781d9757382866e0cefcad0,43,-97;-97;-97;-97;-97;-97,2,460,0,46000,-89;-89;-89;-89;-89;-89,9,[],2147483647,4243714,38400,4432,-97;-97;-97;-97;-97;-97,-11;-10;-10;-10;-10;-10,1
vivo,V2002A,10,4G,China Mobile,hubeisheng,shiyanshi,0.4,c203076e267680e434e215610b122472,36,-104;-104;-104;-105;-105;-105;-105;-105;-105;-105;-105;-105;-105;-105;-105;-105;-104;-104;-104;-104;-104;-104;-104,2,460,0,46000,2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647,0,['Added in API level 30'],10000,144168769,3590,29083,-104;-104;-104;-105;-105;-105;-105;-105;-105;-105;-105;-105;-105;-105;-105;-105;-104;-104;-104;-104;-104;-104;-104,-12;-12;-12;-12;-12;-12;-12;-11;-11;-11;-11;-11;-11;-11;-11;-11;-11;-11;-11;-11;-11;-11;-11,-2
vivo,V2121A,11,4G,China Unicom,neimengguzizhiqu,eerduosishi,56,6f618df189341126c2a1616d72bc5da9,30,-110;-110;-110;-110;-110;-110;-110;-110;-110;-112;-112;-112;-112;-112;-112;-112;-112;-112;-112;-112;-112,1,460,0,46000,-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97,2147483647,[],2147483647,82210571,38400,18298,-110;-110;-110;-110;-110;-110;-110;-110;-110;-112;-112;-112;-112;-112;-112;-112;-112;-112;-112;-112;-112,-11;-11;-11;-11;-11;-12;-12;-12;-12;-12;-12;-12;-12;-12;-12;-12;-12;-9;-9;-9;-9,0
vivo,V2134A,11,4G,China Unicom,beijingshi,beijingshi,107.1,2be05185b581d5c2c832f95d86bd5f8c,49,-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-95;-95;-95;-95;-96;-96;-96,3,460,0,46000,2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647,2,[],15000,17924638,36275,4121,-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-95;-95;-95;-95;-96;-96;-96,-6;-6;-6;-6;-6;-6;-6;-6;-6;-6;-6;-6;-6;-6;-6;-7;-7;-7;-7;-6;-6;-6,2
vivo,V2046A,11,4G,China Unicom,hubeisheng,xiangyangshi,34.1,19ab4ef41d9efb202a9b99a0c77d1986,35,-105;-105;-105;-105;-105;-106;-106;-106;-106;-109;-109;-109;-109;-109;-109;-109;-109;-109;-109;-109;-109;-109,2,460,0,46000,2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647,0,[],20000,116516865,38400,28959,-105;-105;-105;-105;-105;-106;-106;-106;-106;-109;-109;-109;-109;-109;-109;-109;-109;-109;-109;-109;-109;-109,-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10,0
Xiaomi,M2103K19C,11,4G,China Unicom,shandongsheng,binzhoushi,84.6,f583bd6be830197b9f11734f9d71a651,54,-86;-86;-86,3,460,1,46001,-85;-85;-85,6,[],2147483647,50652939,1650,14670,-86;-86;-86,-9;-9;-9,1
vivo,V1962A,10,4G,China Unicom,shandongsheng,yantaishi,12.3,ce0256e061399393f488641740081b04,33,-107,1,460,1,46001,2147483647,0,['Added in API level 30'],20000,61335809,1650,21553,-107,-7,15
vivo,V2121A,11,4G,China Unicom,henansheng,zhengzhoushi,16.5,7090af297d1487a29c64bfbd49f5565c,51,-89;-89,3,460,1,46001,-85;-85,12,[],2147483647,194048179,1650,11458,-89;-89,-14;-14,1
vivo,V2059A,11,4G,China Unicom,shandongsheng,jiningshi,25.5,9a32c8ee261d9bac52b0c5a18fc1f2e6,42,-98;-98;-98;-98;-98;-97;-97;-97;-97;-98;-98;-98;-98;-98;-96;-96;-96;-96,2,460,1,46001,2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647,6,[],20000,54371339,1650,21412,-98;-98;-98;-98;-98;-97;-97;-97;-97;-98;-98;-98;-98;-98;-96;-96;-96;-96,-8;-8;-8;-8;-8;-10;-10;-10;-10;-8;-8;-8;-8;-8;-7;-7;-7;-7,0
OPPO,PEPM00,12,4G,China Unicom,jiangsusheng,nanjingshi,104.6,df4dfdca071eef658062c9653b5905e6,65,-75;-75,4,460,11,46011,-67;-67,2147483647,['3'],2147483647,66488372,1823,16409,-75;-75,-8;-8,0
vivo,V2134A,11,4G,China Telecom,sichuansheng,dazhoushi,22.4,39f740f3b1680bc634f70988c148ef3d,48,-92;-93;-93;-93;-93,3,460,11,46011,2147483647;2147483647;2147483647;2147483647;2147483647,9,[],10000,86527890,2452,40997,-92;-93;-93;-93;-93,-8;-8;-8;-8;-8,0
vivo,V2134A,11,4G,China Unicom,jilinsheng,changchunshi,16.5,f84c882a93334c0882a82ac411eb72c3,49,-91;-91,3,460,1,46001,2147483647;2147483647,4,[],20000,78991135,1650,17173,-91;-91,-6;-6,1
vivo,V2133A,11,4G,China Telecom,sichuansheng,chengdushi,2.3,67a23549f14f3236760a8adc874ba8a2,35,-105;-105;-106,2,460,11,46011,-93;-93;-95,5,[],2147483647,245953811,2452,33042,-105;-105;-106,-11;-11;-12,0
vivo,V2046A,11,4G,China Unicom,guizhousheng,guiyangshi,65.8,f7caa1a73f9789a5132a43ac47b26c35,69,-71;-71,4,460,1,46001,2147483647;2147483647,0,[],20000,172791071,1650,63060,-71;-71,-6;-6,1
